R,nodes,dimension,beta,epsilon,delta_frac,adv_std_dev,honest_distribution,iteration,f_approx,f_event,f_central,abs_error_approx,abs_error_event,comm_overhead_approx,comm_overhead_event,comm_overhead_central,storage_approx,storage_event,storage_central,power_tx_approx,power_tx_event,power_tx_central,avg_energy_per_node_approx,avg_energy_per_node_event,avg_energy_per_node_central,lifetime_rounds_approx,lifetime_rounds_event,lifetime_rounds_central,threshold,f_approx_exceeds_threshold,f_event_exceeds_threshold,f_central_untrimmed_mean,abs_error_untrimmed
5000,100,20,0.4,0.1,0.1,1.0,correlated_gaussian,2,42.49863540618012,44.11689358392104,37.47595238095238,5.022683025227742,6.640941202968662,358272,0,416160,1920.0,1920.0,1920.0,14329.5456088184,0.0,16644.85000381237,143.295456088184,0.0,166.4485000381237,0.06978588346755392,inf,0.060078642929852655,50.0,False,False,30.946039603960394,6.529912776991985
5000,100,20,0.4,0.1,0.1,1.0,correlated_gaussian,3,44.506444726853154,44.11689358392104,37.693659147869674,6.81278557898348,6.4232344360513665,360672,0,418752,1920.0,1920.0,1920.0,14425.536669970727,0.0,16748.520349856877,144.25536669970725,0.0,167.48520349856878,0.06932151107290689,inf,0.05970676687320294,50.0,False,False,31.032178217821787,6.661480930047887
5000,100,20,0.4,0.1,0.1,1.0,correlated_gaussian,4,42.80989929863864,44.11689358392104,37.254033244876894,5.555866053761747,6.862860339044147,359904,0,419904,1920.0,1920.0,1920.0,14394.81953040198,0.0,16794.596059209995,143.9481953040198,0.0,167.94596059209994,0.06946943640995232,inf,0.0595429623001626,50.0,False,False,30.972772277227715,6.281260967649178
5000,100,20,0.4,0.2,0.1,1.0,correlated_gaussian,0,45.10463174618532,45.10463174618532,37.98811403508772,7.1165177110976,7.1165177110976,348000,192000,418752,1920.0,1920.0,1920.0,13918.703867086466,7679.284892185637,16748.520349856877,139.18703867086467,76.79284892185636,167.48520349856878,0.07184577023473415,0.13022045855045566,0.05970676687320294,50.0,False,False,30.789108910891088,7.199005124196631
5000,100,20,0.4,0.2,0.1,1.0,correlated_gaussian,1,45.61950531790158,45.10463174618532,37.28930451127819,8.330200806623388,7.81532723490713,348672,0,421824,1920.0,1920.0,1920.0,13945.58136420912,0.0,16871.388908131856,139.4558136420912,0.0,168.71388908131857,0.07170730096390729,inf,0.05927194289961563,50.0,False,False,30.79257425742574,6.496730253852448
5000,100,20,0.4,0.2,0.1,1.0,correlated_gaussian,2,45.76865944241588,45.10463174618532,37.47595238095238,8.292707061463503,7.628679365232941,345792,0,416160,1920.0,1920.0,1920.0,13830.39209082633,0.0,16644.85000381237,138.3039209082633,0.0,166.4485000381237,0.07230453001135795,inf,0.060078642929852655,50.0,False,False,30.946039603960394,6.529912776991985
5000,100,20,0.4,0.2,0.1,1.0,correlated_gaussian,3,46.23622828556062,45.10463174618532,37.693659147869674,8.542569137690947,7.410972598315645,348960,0,418752,1920.0,1920.0,1920.0,13957.100291547393,0.0,16748.520349856877,139.57100291547394,0.0,167.48520349856878,0.07164812024784355,inf,0.05970676687320294,50.0,False,False,31.032178217821787,6.661480930047887
5000,100,20,0.4,0.2,0.1,1.0,correlated_gaussian,4,45.4223031518245,45.10463174618532,37.254033244876894,8.168269906947607,7.850598501308426,347616,0,419904,1920.0,1920.0,1920.0,13903.345297302098,0.0,16794.596059209995,139.03345297302099,0.0,167.94596059209994,0.07192513590193628,inf,0.0595429623001626,50.0,False,False,30.972772277227715,6.281260967649178
5000,100,20,0.4,0.3,0.1,1.0,correlated_gaussian,0,44.468524470409136,44.468524470409136,37.98811403508772,6.480410435321417,6.480410435321417,335808,192000,418752,1920.0,1920.0,1920.0,13431.069276432685,7679.284892185637,16748.520349856877,134.31069276432686,76.79284892185636,167.48520349856878,0.07445423587790485,0.13022045855045566,0.05970676687320294,50.0,False,False,30.789108910891088,7.199005124196631
5000,100,20,0.4,0.3,0.1,1.0,correlated_gaussian,1,40.12366626065872,44.468524470409136,37.28930451127819,2.834361749380534,7.179219959130947,335808,0,421824,1920.0,1920.0,1920.0,13431.069276432685,0.0,16871.388908131856,134.31069276432686,0.0,168.71388908131857,0.07445423587790485,inf,0.05927194289961563,50.0,False,False,30.79257425742574,6.496730253852448
